2000/12/25,25Dec2000,0.9240
2000/12/26,26Dec2000,0.9240
2000/12/27,27Dec2000,0.9310
2000/12/28,28Dec2000,0.9285
2000/12/29,29Dec2000,0.9305
2001/01/01,01Jan2001,0.9305
2001/01/02,02Jan2001,0.9423
2001/01/03,03Jan2001,0.9530
2001/01/04,04Jan2001,0.9458
2001/01/05,05Jan2001,0.9545
2001/01/08,08Jan2001,0.9497
2001/01/09,09Jan2001,0.9401
2001/01/10,10Jan2001,0.9412
2001/01/11,11Jan2001,0.9523
2001/01/12,12Jan2001,0.9545
2001/01/15,15Jan2001,0.9428
2001/01/16,16Jan2001,0.9412
2001/01/17,17Jan2001,0.9396
2001/01/18,18Jan2001,0.9404
2001/01/19,19Jan2001,0.9400
2001/01/22,22Jan2001,0.9290
2001/01/23,23Jan2001,0.9407
2001/01/24,24Jan2001,0.9294
2001/01/25,25Jan2001,0.9146
2001/01/26,26Jan2001,0.9228
2001/01/29,29Jan2001,0.9193
2001/01/30,30Jan2001,0.9197
2001/01/31,31Jan2001,0.9293
2001/02/01,01Feb2001,0.9406
2001/02/02,02Feb2001,0.9407
2001/02/05,05Feb2001,0.9425
2001/02/06,06Feb2001,0.9322
2001/02/07,07Feb2001,0.9325
2001/02/08,08Feb2001,0.9220
2001/02/09,09Feb2001,0.9227
2001/02/12,12Feb2001,0.9288
2001/02/13,13Feb2001,0.9275
2001/02/14,14Feb2001,0.9178
2001/02/15,15Feb2001,0.9090
2001/02/16,16Feb2001,0.9113
2001/02/19,19Feb2001,0.9213
2001/02/20,20Feb2001,0.9070
2001/02/21,21Feb2001,0.9146
2001/02/22,22Feb2001,0.9056
2001/02/23,23Feb2001,0.9064
2001/02/26,26Feb2001,0.9105
2001/02/27,27Feb2001,0.9163
2001/02/28,28Feb2001,0.9248
2001/03/01,01Mar2001,0.9269
2001/03/02,02Mar2001,0.9363
2001/03/05,05Mar2001,0.9305
2001/03/06,06Mar2001,0.9279
2001/03/07,07Mar2001,0.9307
2001/03/08,08Mar2001,0.9312
2001/03/09,09Mar2001,0.9357
2001/03/12,12Mar2001,0.9272
2001/03/13,13Mar2001,0.9202
2001/03/14,14Mar2001,0.9182
2001/03/15,15Mar2001,0.9064
2001/03/16,16Mar2001,0.8947
2001/03/19,19Mar2001,0.8996
2001/03/20,20Mar2001,0.9020
2001/03/21,21Mar2001,0.8990
2001/03/22,22Mar2001,0.8889
2001/03/23,23Mar2001,0.8922
2001/03/26,26Mar2001,0.8935
2001/03/27,27Mar2001,0.8952
2001/03/28,28Mar2001,0.8860
2001/03/29,29Mar2001,0.8840
2001/03/30,30Mar2001,0.8832
2001/04/02,02Apr2001,0.8772
2001/04/03,03Apr2001,0.8845
2001/04/04,04Apr2001,0.9032
2001/04/05,05Apr2001,0.9020
2001/04/06,06Apr2001,0.8940
2001/04/09,09Apr2001,0.9018
2001/04/10,10Apr2001,0.8945
2001/04/11,11Apr2001,0.8840
2001/04/12,12Apr2001,0.8849
2001/04/13,13Apr2001,0.8849
2001/04/16,16Apr2001,0.8849
2001/04/17,17Apr2001,0.8791
2001/04/18,18Apr2001,0.8778
2001/04/19,19Apr2001,0.8827
2001/04/20,20Apr2001,0.8989
2001/04/23,23Apr2001,0.9002
2001/04/24,24Apr2001,0.8973
2001/04/25,25Apr2001,0.8947
2001/04/26,26Apr2001,0.9013
2001/04/27,27Apr2001,0.9023
2001/04/30,30Apr2001,0.8876
2001/05/01,01May2001,0.8876
2001/05/02,02May2001,0.8907
2001/05/03,03May2001,0.8903
2001/05/04,04May2001,0.8939
2001/05/07,07May2001,0.8919
2001/05/08,08May2001,0.8866
2001/05/09,09May2001,0.8827
2001/05/10,10May2001,0.8850
2001/05/11,11May2001,0.8773
2001/05/14,14May2001,0.8745
2001/05/15,15May2001,0.8768
2001/05/16,16May2001,0.8834
2001/05/17,17May2001,0.8815
2001/05/18,18May2001,0.8777
2001/05/21,21May2001,0.8754
2001/05/22,22May2001,0.8685
2001/05/23,23May2001,0.8585
2001/05/24,24May2001,0.8604
2001/05/25,25May2001,0.8591
2001/05/28,28May2001,0.8584
2001/05/29,29May2001,0.8552
2001/05/30,30May2001,0.8558
2001/05/31,31May2001,0.8480
2001/06/01,01Jun2001,0.8478
2001/06/04,04Jun2001,0.8513
2001/06/05,05Jun2001,0.8465
2001/06/06,06Jun2001,0.8543
2001/06/07,07Jun2001,0.8466
2001/06/08,08Jun2001,0.8468
2001/06/11,11Jun2001,0.8494
2001/06/12,12Jun2001,0.8474
2001/06/13,13Jun2001,0.8542
2001/06/14,14Jun2001,0.8492
2001/06/15,15Jun2001,0.8662
2001/06/18,18Jun2001,0.8581
2001/06/19,19Jun2001,0.8563
2001/06/20,20Jun2001,0.8513
2001/06/21,21Jun2001,0.8552
2001/06/22,22Jun2001,0.8528
2001/06/25,25Jun2001,0.8607
2001/06/26,26Jun2001,0.8611
2001/06/27,27Jun2001,0.8622
2001/06/28,28Jun2001,0.8511
2001/06/29,29Jun2001,0.8480
2001/07/02,02Jul2001,0.8455
2001/07/03,03Jul2001,0.8497
2001/07/04,04Jul2001,0.8453
2001/07/05,05Jul2001,0.8422
2001/07/06,06Jul2001,0.8384
2001/07/09,09Jul2001,0.8459
2001/07/10,10Jul2001,0.8545
2001/07/11,11Jul2001,0.8611
2001/07/12,12Jul2001,0.8538
2001/07/13,13Jul2001,0.8539
2001/07/16,16Jul2001,0.8583
2001/07/17,17Jul2001,0.8516
2001/07/18,18Jul2001,0.8630
2001/07/19,19Jul2001,0.8723
2001/07/20,20Jul2001,0.8776
2001/07/23,23Jul2001,0.8676
2001/07/24,24Jul2001,0.8708
2001/07/25,25Jul2001,0.8793
2001/07/26,26Jul2001,0.8764
2001/07/27,27Jul2001,0.8768
2001/07/30,30Jul2001,0.8751
2001/07/31,31Jul2001,0.8755
2001/08/01,01Aug2001,0.8817
2001/08/02,02Aug2001,0.8788
2001/08/03,03Aug2001,0.8806
2001/08/06,06Aug2001,0.8805
2001/08/07,07Aug2001,0.8768
2001/08/08,08Aug2001,0.8763
2001/08/09,09Aug2001,0.8853
2001/08/10,10Aug2001,0.8936
